#rank	chr	start	end	strand
4727	1	141143309	141143938	+
4728	2	165020962	165021395	+
4729	18	83388613	83389232	+
4730	8	55906275	55906809	+
4731	12	57797821	57798967	+
4732	1	169428806	169429572	+
4733	11	45549463	45550522	+
4734	5	39245804	39246158	+
4735	5	42507975	42508536	+
4736	2	113421329	113421877	+
4737	5	118548472	118548790	+
4738	8	106432600	106432937	+
4739	4	47298959	47299440	+
4740	19	41376274	41376753	+
4741	15	102423872	102424191	+
4742	16	72686057	72687201	+
4743	1	172963316	172964409	+
4744	1	58360769	58361332	+
4745	3	136491985	136492632	+
4746	11	89913567	89914399	+
4747	14	17386894	17387701	+
4748	4	148338870	148339560	+
4749	18	35114551	35114798	+
4750	1	20838560	20838850	+
4751	12	80830942	80831441	+
4752	2	132211085	132211603	+
4753	4	105331069	105331566	+
4754	7	143400970	143401504	+
4755	5	132198573	132199041	+
4756	9	68972568	68973364	+
4757	13	31734585	31735033	+
4758	1	94275948	94276340	+
4759	9	60973693	60974172	+
4760	13	23789482	23790227	+
4761	18	83695189	83695875	+
4762	16	33686671	33687112	+
4763	11	36177803	36178213	+
4764	15	12627674	12628331	+
4765	5	103093943	103094432	+
4766	11	68209184	68209641	+
4767	4	105368539	105368990	+
4768	11	76069395	76069937	+
4769	18	13114169	13114659	+
4770	1	64420878	64421355	+
4771	9	63458325	63458912	+
4772	1	165500987	165501639	+
4773	7	146204558	146204990	+
4774	X	49890940	49891298	+
4775	12	101414674	101415102	+
4776	7	105952774	105953375	+
4777	7	129745028	129745482	+
4778	10	85758024	85758916	+
4779	6	51131061	51132256	+
4780	4	31742348	31742851	+
4781	8	95410754	95411110	+
4782	11	35469321	35469834	+
4783	5	113877190	113877728	+
4784	14	21552895	21553566	+
4785	4	138722892	138723436	+
4786	12	77344610	77344973	+
4787	8	27858112	27859103	+
4788	13	71702651	71703034	+
4789	16	73964420	73965022	+
4790	18	83520174	83520709	+
4791	2	114737515	114738217	+
4792	2	57673266	57673676	+
4793	19	32417178	32418027	+
4794	17	55583725	55584228	+
4795	4	128404132	128404611	+
4796	13	114771084	114771708	+
4797	2	139613439	139613898	+
4798	15	11671709	11672588	+
4799	12	10132907	10133336	+
4800	9	62010573	62011543	+
4801	2	126500810	126502337	+
4802	12	92756402	92756747	+
4803	11	3794907	3795811	+
4804	1	167782107	167782775	+
4805	11	108639305	108639923	+
4806	6	92712338	92712788	+
4807	14	68001773	68002912	+
4808	14	9179165	9179694	+
4809	3	100964963	100965790	+
4810	4	83781765	83782299	+
4811	3	138568687	138569874	+
4812	1	122637755	122638350	+
4813	6	113143667	113144129	+
4814	18	74162172	74163070	+
4815	9	64197491	64197867	+
4816	5	112905233	112905628	+
4817	15	26527886	26528278	+
4818	13	56723288	56723883	+
4819	2	164255893	164256376	+
4820	14	106764796	106765265	+
4821	15	73801852	73802061	+
4822	12	74831224	74831917	+
4823	5	41478804	41479628	+
4824	14	115806663	115807336	+
4825	4	97324265	97324808	+
4826	5	13628673	13629462	+
4827	11	39951370	39951942	+
4828	3	129864387	129864869	+
4829	1	129341396	129341965	+
4830	10	94689870	94690270	+
4831	17	45992813	45993310	+
4832	2	168094211	168094814	+
4833	11	67959943	67960493	+
4834	14	67988265	67989209	+
4835	10	52816389	52816651	+
4836	17	35974236	35975152	+
4837	9	48651918	48652341	+
4838	1	187657912	187658695	+
4839	1	77510346	77511041	+
4840	12	15822588	15823562	+
4841	18	84891331	84891814	+
4842	11	99382574	99383028	+
4843	13	32093341	32094342	+
4844	15	56994157	56994651	+
4845	4	142889752	142890666	+
4846	2	164704350	164704979	+
4847	2	113533162	113534146	+
4848	11	105152981	105154143	+
4849	17	63085107	63085661	+
4850	14	23814271	23814709	+
4851	8	48220704	48221767	+
4852	17	59082908	59083123	+
4853	19	30359172	30359378	+
4854	17	81920104	81920577	+
4855	16	57694779	57695255	+
4856	1	160669287	160669806	+
4857	7	151946772	151947620	+
4858	3	65405595	65406100	+
4859	18	66430462	66431401	+
4860	1	92131328	92131690	+
4861	2	49865906	49866397	+
4862	8	88949407	88949620	+
4863	4	102019405	102019943	+
4864	9	72003200	72003604	+
4865	10	66429525	66429799	+
4866	12	34643762	34644511	+
4867	7	37135687	37136117	+
4868	3	72038987	72039246	+
4869	12	39547802	39548235	+
4870	7	140022672	140023255	+
4871	11	19324325	19324842	+
4872	2	34425838	34426418	+
4873	4	81611980	81612548	+
4874	1	108611112	108611629	+
4875	X	82206057	82206652	+
4876	2	74552475	74553155	+
4877	4	119067133	119067422	+
4878	4	98818764	98819231	+
4879	13	37152549	37153068	+
4880	2	113377985	113378448	+
4881	18	54652163	54653524	+
4882	6	135560542	135560936	+
4883	3	108713723	108715088	+
4884	X	10942303	10942590	+
4885	1	61196636	61197205	+
4886	10	29969378	29970054	+
4887	4	32614460	32614784	+
4888	8	114059867	114060391	+
4889	14	8696722	8697183	+
4890	8	49575306	49575979	+
4891	19	47928683	47929272	+
4892	5	106779435	106780109	+
4893	11	6964571	6965355	+
4894	11	68567662	68568610	+
4895	8	120891352	120891896	+
4896	X	55279936	55280180	+
4897	4	120558392	120558905	+
4898	5	100147162	100147974	+
4899	19	7241298	7241721	+
4900	8	109775538	109775932	+
4901	3	68087268	68088024	+
4902	2	127732953	127733570	+
4903	9	122010246	122010655	+
4904	15	35137088	35137611	+
4905	6	16094289	16094887	+
4906	14	68043372	68044220	+
4907	X	71069304	71069934	+
4908	4	107133095	107133521	+
4909	18	58624963	58625564	+
4910	14	62267825	62268310	+
4911	18	77679478	77679772	+
4912	5	31223758	31224392	+
4913	15	27713654	27714757	+
4914	1	171168619	171169377	+
4915	1	188203905	188204471	+
4916	1	66643817	66644529	+
4917	5	139386985	139387379	+
4918	5	93453983	93454470	+
4919	10	6135383	6136066	+
4920	5	47057598	47057996	+
4921	13	44858700	44859152	+
4922	2	19017489	19018384	+
4923	7	75457911	75458296	+
4924	9	64416165	64417147	+
4925	8	32360320	32360754	+
4926	5	149161080	149161649	+
4927	15	71318424	71318705	+
4928	16	95009676	95009971	+
4929	2	45394196	45395070	+
4930	4	32602317	32602858	+
4931	1	76903375	76904557	+
4932	3	99757783	99758509	+
4933	5	24515894	24516687	+
4934	18	81182057	81183067	+
4935	4	108103658	108104010	+
4936	15	90908485	90908891	+
4937	6	146350817	146351806	+
4938	3	50884605	50884779	+
4939	15	93819170	93819626	+
4940	8	111117730	111118539	+
4941	11	101670639	101671083	+
4942	12	25515454	25516021	+
4943	16	50813049	50813662	+
4944	11	23979566	23981301	+
4945	12	13586241	13586778	+
4946	11	69613712	69615006	+
4947	10	67135474	67136096	+
4948	8	35868896	35869949	+
4949	11	24155661	24156168	+
4950	17	84586972	84589281	+
4951	7	151839804	151840330	+
4952	7	105932872	105933305	+
4953	17	37182250	37182866	+
4954	2	59536649	59537166	+
4955	2	74549529	74550420	+
4956	11	38638913	38639420	+
4957	10	40970460	40971003	+
4958	1	61250492	61251018	+
4959	11	46652708	46653194	+
4960	6	114286040	114286463	+
4961	1	134930118	134930745	+
4962	5	30222086	30223147	+
4963	1	140144001	140144697	+
4964	5	107696884	107698220	+
4965	5	129409190	129409672	+
4966	18	54537591	54538381	+
4967	13	52116546	52116925	+
4968	18	55406192	55406721	+
4969	14	74274186	74274625	+
4970	9	61545863	61546264	+
4971	8	14815026	14815497	+
4972	2	80250077	80250804	+
4973	1	189176379	189176939	+
4974	2	6643047	6643682	+
4975	17	27692505	27693320	+
4976	2	35364161	35364649	+
4977	12	99644392	99645258	+
4978	4	154174732	154175198	+
4979	10	104867703	104868093	+
4980	11	88299051	88299820	+
4981	4	82150555	82150909	+
4982	3	99061923	99063040	+
4983	7	139753034	139753589	+
4984	2	52805605	52806106	+
4985	4	150099509	150100061	+
4986	8	87955756	87956158	+
4987	14	70261256	70262004	+
4988	4	134696361	134697195	+
4989	1	72155139	72155603	+
4990	5	91297742	91298151	+
4991	18	11353675	11354098	+
4992	5	17079598	17080156	+
4993	11	106873962	106874468	+
4994	4	34010435	34010970	+
4995	6	75492252	75492649	+
4996	2	57034341	57034719	+
4997	1	140736969	140739470	+
4998	3	109585066	109585515	+
4999	18	23651544	23652181	+
5000	6	139513102	139513279	+
5001	6	6413764	6414210	+
5002	4	147603781	147604064	+
5003	13	112019095	112019619	+
5004	9	43061074	43061908	+
5005	5	83475300	83475782	+
5006	9	13340939	13341794	+
5007	4	119936491	119937015	+
5008	10	114957027	114958328	+
5009	6	112000489	112001050	+
5010	5	151212263	151212851	+
5011	5	136978077	136978681	+
5012	7	84099952	84100377	+
5013	6	135254878	135255352	+
5014	12	4599118	4599729	+
5015	5	145631734	145632251	+
5016	17	86260592	86261194	+
5017	3	35249280	35249812	+
5018	14	22805627	22807609	+
5019	9	8003256	8003978	+
5020	2	52013146	52013633	+
5021	7	80300133	80301018	+
5022	9	44923710	44924384	+
5023	4	154535307	154535937	+
5024	8	59806684	59807535	+
5025	4	100599781	100600272	+
5026	5	74701322	74701994	+
5027	11	95416213	95416930	+
5028	10	123237250	123238024	+
5029	12	78667518	78668151	+
5030	13	54513579	54513985	+
5031	4	33070867	33071663	+
5032	15	8579449	8580537	+
5033	9	122143113	122143627	+
5034	8	110388953	110390523	+
5035	11	9045570	9045868	+
5036	4	125933871	125934357	+
5037	10	122065290	122065850	+
5038	4	144614493	144614619	+
5039	9	95537532	95537901	+
5040	14	49505515	49506103	+
5041	8	81274316	81274700	+
5042	6	5331945	5332748	+
5043	10	59383190	59383801	+
5044	1	165588431	165588916	+
5045	3	57377974	57379246	+
5046	2	33424431	33425381	+
5047	11	17364960	17365405	+
5048	11	78642175	78642516	+
5049	19	4616070	4616731	+
5050	10	119793693	119794353	+
5051	4	118745760	118747098	+
5052	13	40512732	40513504	+
5053	7	149723829	149724724	+
5054	10	16981200	16981911	+
5055	3	30142995	30143573	+
5056	5	99502215	99502734	+
5057	11	88145710	88146610	+
5058	4	100007798	100008319	+
5059	16	10311189	10311670	+
5060	4	20377765	20378200	+
5061	15	54636715	54637363	+
5062	3	156658250	156658766	+
5063	16	20241355	20242117	+
5064	3	143239155	143240212	+
5065	2	130953580	130954158	+
5066	7	90120883	90121394	+
5067	10	28101829	28102415	+
5068	3	96073024	96074208	+
5069	4	154161157	154161613	+
5070	9	113066421	113067252	+
5071	5	55138216	55138684	+
5072	X	94571696	94572385	+
5073	14	69545637	69546244	+
5074	2	8431707	8431921	+
5075	2	91489860	91490227	+
5076	19	15628310	15628821	+
5077	12	28260407	28261082	+
5078	12	58052791	58053478	+
5079	3	52449090	52449564	+
5080	17	12375840	12376529	+
5081	6	95152136	95152909	+
5082	4	102183537	102184073	+
5083	17	12957794	12958425	+
5084	18	15309839	15310541	+
5085	10	24487412	24487823	+
5086	2	72773970	72774266	+
5087	16	91297812	91298174	+
5088	2	172783939	172784726	+
5089	3	55585589	55588458	+
5090	13	11191186	11191733	+
5091	1	24202924	24203359	+
5092	4	58192749	58193298	+
5093	12	9878807	9879658	+
5094	7	103814692	103815586	+
5095	3	29911468	29912567	+
5096	14	9565752	9566028	+
5097	2	69217233	69217690	+
5098	15	3439982	3440452	+
5099	1	158947002	158947983	+
5100	5	142860509	142861149	+
5101	5	53666188	53667155	+
5102	1	91647573	91647998	+
5103	7	135019236	135020557	+
5104	1	99666901	99667453	+
5105	4	133370227	133371626	+
5106	14	27804833	27805231	+
5107	18	83071136	83071638	+
5108	5	119268199	119268825	+
5109	11	76122563	76124209	+
5110	13	40074478	40075614	+
5111	4	97379256	97379538	+
5112	8	26653474	26654380	+
5113	1	69020253	69020611	+
5114	X	11957827	11958373	+
5115	7	116334849	116335239	+
5116	1	62752052	62752634	+
5117	1	192232676	192232890	+
5118	11	96482327	96482804	+
5119	14	29785727	29786396	+
5120	2	171111391	171111859	+
5121	3	66315528	66316009	+
5122	17	63079005	63080084	+
5123	18	84583758	84584381	+
5124	2	4357617	4358043	+
5125	3	9516658	9517427	+
5126	2	65506611	65507102	+
5127	1	120947288	120948012	+
5128	3	66550756	66551991	+
5129	4	131044329	131044832	+
5130	2	152857963	152858463	+
5131	11	96711330	96712039	+
5132	11	101107322	101108299	+
5133	1	185435838	185436382	+
5134	16	30697680	30698228	+
5135	12	80607740	80608844	+
5136	11	3190660	3191941	+
5137	8	122827957	122828793	+
5138	12	10579921	10580608	+
5139	15	7147954	7148790	+
5140	2	121781575	121782466	+
5141	1	139269475	139270892	+
5142	14	47278857	47279463	+
5143	19	55666073	55666916	+
5144	X	156268969	156269576	+
5145	7	76638008	76638607	+
5146	5	102242194	102242684	+
5147	12	74903154	74903915	+
5148	1	156992792	156993066	+
5149	17	71459989	71460858	+
5150	11	63066436	63067081	+
5151	11	35183625	35184439	+
5152	11	50104048	50105014	+
5153	7	137207314	137208068	+
5154	4	116762842	116763387	+
5155	17	73608049	73608480	+
5156	5	101953048	101953533	+
5157	12	93186960	93187461	+
5158	7	86462959	86463668	+
5159	11	85432511	85433121	+
5160	9	47654931	47655432	+
5161	11	85489938	85490406	+
5162	3	119106029	119106352	+
5163	17	26380441	26381488	+
5164	11	85728105	85728576	+
5165	18	68551885	68552397	+
5166	15	77735386	77736409	+
5167	1	88756083	88756645	+
5168	19	17846322	17846797	+
5169	12	45940689	45941297	+
5170	1	147953885	147954210	+
5171	7	52672136	52672310	+
5172	2	91771186	91771669	+
5173	1	175280299	175280958	+
5174	15	35566503	35566931	+
5175	3	102460087	102461489	+
5176	4	13128042	13128519	+
5177	13	64018828	64019137	+
5178	11	88338763	88339532	+
5179	17	86280404	86280833	+
5180	15	97107375	97107898	+
5181	3	96041951	96042351	+
5182	12	25959593	25960110	+
5183	3	146858668	146859118	+
5184	1	38493389	38493896	+
5185	15	82798421	82799066	+
5186	3	83575921	83576564	+
5187	16	98303131	98303383	+
5188	9	44113738	44114134	+
5189	12	103843695	103844139	+
5190	1	186090124	186090542	+
5191	4	57580328	57580972	+
5192	4	126439629	126440062	+
5193	4	71114813	71115223	+
5194	17	80374505	80374784	+
5195	5	137718630	137719140	+
5196	7	128178740	128179522	+
5197	15	84866517	84867195	+
5198	5	133498395	133498651	+
5199	11	86768099	86768613	+
5200	1	178928978	178929551	+
5201	1	132840975	132841967	+
5202	4	105481324	105481763	+
5203	12	27079248	27080390	+
5204	11	76089055	76089672	+
5205	12	35874510	35875009	+
5206	X	96531710	96532838	+
5207	2	132966468	132967230	+
5208	11	114056256	114057059	+
5209	1	78837191	78837883	+
5210	1	173433299	173434048	+
5211	4	57859237	57859850	+
5212	3	88313957	88314423	+
5213	15	10616911	10617462	+
5214	4	5735186	5735622	+
5215	5	31108460	31109214	+
5216	15	82731285	82732441	+
5217	15	72603126	72604112	+
5218	18	88917946	88918316	+
5219	18	4809356	4809944	+
5220	4	46943826	46944383	+
5221	12	31029475	31029978	+
5222	2	144502476	144502839	+
5223	9	118603290	118603885	+
5224	5	43166558	43167033	+
5225	7	37796317	37797173	+
5226	3	49732841	49733410	+
5227	5	82100056	82100732	+
5228	9	41389793	41392859	+
5229	3	130638684	130639085	+
5230	2	110015282	110016155	+
5231	9	87275708	87276171	+
5232	4	114229502	114230107	+
5233	5	120297767	120298281	+
5234	9	29139890	29140355	+
5235	5	77917016	77918037	+
5236	11	107899363	107899939	+
5237	19	44700662	44701053	+
5238	5	35498956	35499574	+
5239	15	33126470	33126880	+
5240	5	12856792	12857319	+
5241	12	41522916	41524501	+
5242	7	123175956	123176303	+
5243	11	84552217	84552951	+
5244	2	45927327	45927820	+
5245	11	99067282	99067610	+
5246	15	30868266	30868836	+
5247	7	54263079	54263854	+
5248	1	9573822	9574496	+
5249	19	22900551	22900990	+
5250	12	15818429	15819497	+
5251	12	72641655	72641910	+
5252	17	51908793	51909418	+
5253	17	83481199	83481885	+
5254	2	144376014	144376781	+
5255	1	179273426	179273683	+
5256	2	167368797	167369280	+
5257	7	99836566	99836904	+
5258	5	132172539	132173708	+
5259	15	102054517	102055377	+
5260	2	172997047	172997468	+
5261	10	21993577	21994726	+
5262	5	119459440	119459975	+
5263	5	75012519	75013137	+
5264	7	30954097	30954683	+
5265	2	116595351	116595813	+
5266	5	36457728	36458400	+
5267	4	116984529	116985584	+
5268	12	88222712	88223198	+
5269	11	69145801	69146659	+
5270	11	86621163	86621647	+
5271	2	43980101	43980523	+
5272	12	31994147	31994584	+
5273	9	87667993	87668505	+
5274	4	81911552	81912243	+
